year,sex,age,length
1966,Male,5,711
1966,Female,5,711
1966,Female,5,727
1966,Male,5,651
1966,Male,5,559
1966,Male,5,764
1966,Male,5,750
1966,Male,5,723
1966,Male,5,657
1966,Male,5,680
1966,Female,5,687
1966,Male,5,556
1966,Male,5,587
1966,Male,5,620
1966,Male,5,706
1966,Male,5,696
1966,Male,5,710
1966,Male,5,679
1966,Male,5,605
1966,Female,5,813
1966,Male,5,678
1966,Male,5,643
1966,Male,5,586
1966,Male,5,713
1966,Male,5,655
1966,Male,5,619
1966,Female,5,777
1966,Male,5,664
1966,Male,5,698
1966,Male,5,600
1966,Female,5,776
1966,Female,5,770
1966,Female,5,805
1966,Male,5,608
1966,Male,5,810
1966,Female,5,689
1966,Male,5,584
1966,Male,5,592
1966,Male,5,621
1966,Female,5,702
1966,Male,5,664
1966,Male,5,555
1966,Female,5,729
1966,Male,5,660
1966,Male,5,593
1966,Male,5,609
1966,Female,5,772
1966,Female,5,745
1966,Male,5,671
1966,Female,5,743
1966,Male,5,613
1966,Male,5,662
1966,Male,5,639
1966,Female,5,721
1966,Male,5,589
1966,Female,5,621
1966,Male,5,687
1966,Male,5,631
1966,Female,5,663
1966,Male,5,699
1966,Female,5,792
1966,Male,5,573
1966,Male,5,696
1966,Male,5,634
1966,Male,5,635
1966,Male,5,626
1966,Male,5,640
1966,Male,5,582
1966,Female,5,799
1966,Male,5,714
1966,Male,5,636
1966,Male,5,630
1966,Male,5,614
1966,Female,5,715
1966,Female,5,717
1966,Male,5,621
1966,Male,5,516
1966,Female,5,757
1966,Female,5,765
1966,Male,5,679
1966,Male,5,597
1966,Female,5,706
1966,Male,5,567
1966,Female,5,599
1966,Male,5,722
1966,Male,5,676
1966,Male,5,635
1966,Male,5,624
1966,Female,5,782
1966,Male,5,619
1966,Male,5,669
1966,Male,5,757
1966,Female,5,660
1966,Male,5,598
1966,Male,5,699
1966,Male,5,669
1966,Male,5,658
1966,Male,5,699
1966,Male,5,572
1966,Male,5,590
1966,Male,5,584
1966,Male,5,612
1966,Male,5,648
1966,Male,5,635
1966,Female,5,764
1966,Female,5,630
1966,Female,5,768
1966,Male,5,679
1966,Male,5,745
1966,Male,5,586
1966,Male,5,704
1966,Female,5,752
1966,Female,5,673
1966,Male,5,731
1966,Male,5,672
1966,Male,5,746
1966,Male,5,649
1966,Male,5,682
1966,Male,5,694
1966,Male,5,695
1966,Female,5,739
1966,Male,5,661
1966,Male,5,675
1966,Male,5,679
1966,Female,5,767
1966,Male,5,653
1966,Female,5,767
1966,Male,5,685
1966,Female,5,797
1966,Male,5,682
1966,Male,5,700
1966,Female,5,618
1966,Male,5,657
1966,Male,5,672
1966,Male,5,649
1966,Male,5,560
1966,Female,5,662
1966,Male,5,588
1966,Female,5,711
1966,Male,5,668
1966,Male,5,639
1966,Male,5,756
1966,Male,5,648
1966,Male,5,542
1966,Female,5,732
1966,Female,5,764
1966,Male,5,689
1966,Male,5,544
1966,Female,5,740
1966,Male,5,626
1966,Male,5,584
1966,Male,5,738
1966,Male,5,617
1966,Male,5,631
1966,Female,5,676
1966,Female,5,717
1966,Male,5,542
1966,Male,5,599
1966,Male,5,589
1966,Male,5,623
1966,Male,5,678
1966,Female,5,696
1966,Male,5,638
1966,Male,5,715
1966,Male,5,689
1966,Male,5,740
1966,Male,5,606
1966,Male,5,587
1966,Male,5,675
1966,Female,5,798
1966,Female,5,694
1966,Male,5,666
1966,Male,5,647
1966,Male,5,703
1966,Male,5,640
1966,Male,5,671
1966,Male,5,567
1966,Female,5,695
1966,Male,5,661
1966,Female,5,765
1966,Female,5,773
1966,Male,5,555
1966,Male,5,771
1966,Male,5,569
1966,Male,5,630
1966,Male,5,629
1966,Female,5,760
1966,Female,5,700
1966,Male,5,661
1966,Male,5,651
1966,Male,5,682
1966,Male,5,687
1966,Male,5,652
1966,Female,5,762
1966,Male,5,577
1966,Male,5,705
1966,Male,5,627
1966,Male,5,705
1966,Male,5,624
1966,Male,5,660
1966,Male,5,738
1966,Male,5,677
1966,Male,5,566
1966,Male,5,599
1966,Male,5,613
1966,Female,5,737
1966,Male,5,606
1966,Male,5,630
1966,Female,5,667
1966,Male,5,691
1966,Male,5,733
1966,Male,5,655
1966,Male,5,674
1966,Male,5,662
1966,Male,5,663
1966,Male,5,587
1966,Male,5,583
1966,Male,5,659
1966,Female,5,698
1966,Male,5,668
1966,Male,5,653
1966,Male,5,776
1966,Female,5,709
1966,Male,5,632
1966,Female,5,703
1966,Male,5,590
1966,Male,5,596
1966,Male,5,612
1966,Male,5,739
1966,Male,5,585
1966,Male,5,593
1966,Male,5,705
1966,Male,5,668
1966,Male,5,581
1966,Male,5,601
1966,Male,5,562
1966,Female,5,759
1966,Female,5,715
1966,Male,5,600
1966,Female,5,736
1966,Male,5,623
1966,Male,5,636
1966,Male,5,676
1966,Female,5,868
1966,Male,5,735
1966,Male,5,564
1966,Female,5,769
1966,Male,5,623
1966,Male,5,771
1966,Male,5,743
1966,Female,5,639
1966,Female,5,717
1966,Male,5,668
1966,Female,5,664
1966,Female,5,714
1966,Female,5,723
1966,Female,5,855
1966,Male,5,677
1966,Female,5,714
1966,Male,5,572
1966,Female,5,701
1966,Male,5,564
1966,Male,5,609
1966,Male,5,604
1966,Female,5,784
1966,Female,5,764
1966,Male,5,698
1966,Male,5,596
1966,Male,5,678
1966,Female,5,813
1966,Male,5,643
1966,Male,5,633
1966,Male,5,604
1966,Male,5,649
1966,Male,5,672
1966,Female,5,712
1966,Male,5,622
1966,Female,5,753
1966,Male,5,687
1966,Male,5,638
1966,Male,5,686
1966,Male,5,637
1966,Female,5,774
1966,Male,5,616
1966,Male,5,675
1966,Male,5,636
1966,Male,5,613
1966,Female,5,732
1966,Male,5,703
1966,Female,5,675
1966,Female,5,708
1966,Female,5,751
1966,Female,5,754
1966,Male,5,630
1966,Female,5,740
1966,Male,5,653
1966,Male,5,641
1966,Male,5,571
1966,Female,5,648
1966,Male,5,583
1966,Male,5,639
1966,Male,5,657
1966,Female,6,761
1966,Male,6,715
1966,Female,6,830
1966,Female,6,884
1966,Male,6,627
1966,Male,6,765
1966,Male,6,796
1966,Male,6,697
1966,Female,6,849
1966,Male,6,800
1966,Male,6,676
1966,Female,6,842
1966,Male,6,718
1966,Female,6,820
1966,Male,6,714
1966,Female,6,812
1966,Female,6,798
1966,Male,6,734
1966,Female,6,970
1966,Male,6,725
1966,Female,6,892
1966,Male,6,779
1966,Male,6,713
1966,Female,6,875
1966,Male,6,737
1966,Female,6,781
1966,Male,6,784
1966,Male,6,629
1966,Female,6,866
1966,Male,6,794
1966,Female,6,871
1966,Male,6,659
1966,Male,6,704
1966,Male,6,796
1966,Female,6,814
1966,Female,6,807
1966,Male,6,760
1966,Male,6,679
1966,Male,6,814
1966,Male,6,762
1966,Male,6,690
1966,Female,6,822
1966,Male,6,711
1966,Male,6,778
1966,Female,6,808
1966,Female,6,758
1966,Female,6,853
1966,Male,6,756
1966,Female,6,715
1966,Male,6,803
1966,Male,6,695
1966,Male,6,773
1966,Male,6,785
1966,Male,6,754
1966,Female,6,896
1966,Female,6,835
1966,Male,6,721
1966,Male,6,781
1966,Female,6,849
1966,Female,6,860
1966,Male,6,748
1966,Male,6,804
1966,Female,6,785
1966,Female,6,764
1966,Male,6,722
1966,Male,6,759
1966,Male,6,799
1966,Male,6,796
1966,Female,6,795
1966,Male,6,758
1966,Male,6,775
1966,Male,6,753
1966,Male,6,735
1966,Male,6,747
1966,Male,6,794
1966,Female,6,794
1966,Female,6,769
1966,Male,6,725
1966,Female,6,854
1966,Female,6,805
1966,Female,6,929
1966,Male,6,770
1966,Female,6,942
1966,Male,6,697
1966,Male,6,836
1966,Male,6,805
1966,Female,6,899
1966,Female,6,906
1966,Male,6,664
1966,Male,6,765
1966,Male,6,742
1966,Female,6,829
1966,Male,6,806
1966,Male,6,694
1966,Female,6,905
1966,Male,6,724
1966,Female,6,818
1966,Female,6,794
1966,Female,6,804
1966,Female,6,904
1966,Male,6,842
1966,Female,6,850
1966,Female,6,916
1966,Female,6,812
1966,Female,6,824
1966,Female,6,845
1966,Female,6,851
1966,Female,6,877
1966,Female,6,848
1966,Female,6,837
1966,Female,6,832
1966,Male,6,755
1966,Male,6,660
1966,Female,6,791
1966,Female,6,875
1966,Female,6,844
1966,Female,6,895
1966,Female,6,741
1966,Male,6,763
1966,Male,6,717
1966,Female,6,768
1966,Male,6,721
1966,Male,6,815
1966,Male,6,719
1966,Female,6,847
1966,Female,6,830
1966,Male,6,771
1966,Female,6,811
1966,Female,6,835
1966,Male,6,715
1966,Female,6,879
1966,Female,6,776
1966,Male,6,704
1966,Female,6,862
1966,Male,6,717
1966,Male,6,669
1966,Male,6,722
1966,Male,6,779
1966,Female,6,856
1966,Female,6,847
1966,Female,6,824
1966,Female,6,848
1966,Male,6,801
1966,Male,6,651
1966,Female,6,798
1966,Male,6,740
1966,Male,6,782
1966,Male,6,776
1966,Female,6,810
1966,Male,6,742
1966,Female,6,786
1966,Female,6,840
1966,Male,6,721
1966,Male,6,745
1966,Female,6,813
1966,Female,6,826
1966,Male,6,796
1966,Female,6,792
1966,Female,6,894
1966,Female,6,855
1966,Male,6,739
1966,Male,6,749
1966,Male,6,746
1966,Male,6,733
1966,Female,6,903
1966,Female,6,787
1966,Female,6,808
1966,Male,6,759
1966,Male,6,717
1966,Male,6,704
1966,Female,6,885
1966,Female,6,908
1966,Female,6,718
1966,Female,6,774
1966,Female,6,837
1966,Female,6,860
1966,Female,6,812
1966,Female,6,878
1966,Male,6,721
1966,Female,6,867
1966,Male,6,751
1966,Female,6,853
1966,Female,6,805
1966,Male,6,835
1966,Male,6,767
1966,Female,6,818
1966,Male,6,777
1966,Male,6,795
1966,Male,6,696
1966,Male,6,729
1966,Male,6,734
1966,Female,6,847
1966,Female,6,902
1966,Male,6,792
1966,Male,6,737
1966,Male,6,643
1966,Female,6,825
1966,Female,6,863
1966,Male,6,784
1966,Female,6,854
1966,Male,6,671
1966,Male,6,676
1966,Female,6,838
1966,Female,6,834
1966,Female,6,784
1966,Male,6,637
1966,Male,6,687
1966,Male,6,696
1966,Female,6,823
1966,Female,6,748
1966,Male,6,804
1966,Female,6,919
1966,Female,6,839
1966,Male,6,751
1966,Female,6,853
1966,Male,6,645
1966,Female,6,831
1966,Female,6,897
1966,Male,6,742
1966,Male,6,709
1966,Male,6,754
1966,Male,6,783
1966,Male,6,682
1966,Female,6,897
1966,Female,6,917
1966,Male,6,800
1966,Male,6,737
1966,Female,6,815
1966,Male,6,741
1966,Male,6,708
1966,Male,6,764
1966,Female,6,712
1966,Male,6,772
1966,Female,6,801
1966,Male,6,741
1966,Female,6,841
1966,Male,6,718
1966,Male,6,770
1966,Female,6,880
1966,Male,6,745
1966,Female,6,904
1966,Female,6,777
1966,Female,6,835
1966,Female,6,870
1966,Female,6,831
1966,Female,6,876
1966,Male,6,724
1966,Female,6,728
1966,Male,6,698
1966,Male,6,730
1966,Male,6,731
1966,Male,6,777
1966,Female,6,767
1966,Female,6,820
1966,Female,6,845
1966,Female,6,782
1966,Female,6,853
1966,Male,6,706
1966,Male,6,793
1966,Male,6,737
1966,Male,6,680
1966,Female,6,779
1966,Female,6,827
1966,Female,6,816
1966,Male,6,808
1966,Male,6,792
1966,Male,6,730
1966,Female,6,797
1966,Male,6,735
1966,Male,6,723
1966,Female,6,796
1966,Male,6,735
1966,Male,6,745
1966,Female,6,801
1966,Female,6,891
1966,Male,6,760
1966,Female,6,919
1966,Male,6,670
1966,Female,6,813
1966,Female,6,806
1966,Female,6,923
1966,Female,6,856
1966,Female,6,815
1966,Male,6,831
1966,Female,6,760
1966,Male,6,774
1966,Male,6,750
1966,Female,6,812
1966,Male,6,753
1966,Female,6,844
1966,Female,6,910
1966,Female,6,843
1966,Male,6,756
1966,Male,6,765
1966,Male,6,773
1966,Male,6,822
1966,Female,6,818
1966,Female,6,752
1966,Female,6,816
1966,Male,6,811
1966,Female,6,831
1966,Female,6,800
1966,Male,6,681
1966,Male,6,719
1966,Female,6,900
1966,Male,6,709
1966,Male,6,676
1966,Female,6,805
1966,Female,6,801
1966,Male,6,797
1966,Male,6,750
1966,Female,6,895
1966,Male,6,758
1966,Female,6,767
1966,Male,6,748
1966,Male,6,770
1966,Female,6,835
1966,Female,6,799
1966,Male,6,745
1966,Male,6,751
1966,Female,6,814
1966,Male,6,707
1966,Male,6,832
1966,Male,6,656
1966,Female,6,859
1966,Male,6,758
1966,Female,6,897
1966,Female,6,873
1966,Female,6,902
1966,Male,6,694
1966,Male,6,732
1966,Female,6,759
1966,Female,6,787
1966,Male,6,704
1966,Male,6,698
1966,Female,6,840
1966,Male,6,736
1966,Male,6,833
1966,Male,6,819
1966,Male,6,735
1966,Female,6,905
1966,Male,6,793
1966,Male,6,766
1966,Female,6,840
1966,Female,6,871
1966,Female,6,930
1966,Male,6,754
1966,Male,6,764
1966,Male,6,743
1966,Male,6,792
1966,Male,6,791
1966,Male,6,756
1966,Male,6,701
1966,Female,6,747
1966,Female,6,853
1966,Male,6,712
1966,Female,6,875
1966,Male,6,715
1966,Male,6,751
1966,Female,6,853
1966,Male,6,807
1966,Female,6,725
1966,Female,6,860
1966,Male,6,701
1966,Male,6,688
1966,Male,6,776
1966,Male,6,729
1966,Male,6,787
1966,Male,6,695
1966,Male,6,749
1966,Male,6,683
1966,Male,6,733
1966,Male,6,834
1966,Female,6,812
1966,Female,6,781
1966,Male,7,794
1966,Male,7,734
1966,Male,7,813
1966,Female,7,878
1966,Female,7,876
1966,Female,7,855
1966,Male,7,735
1966,Female,7,967
1966,Female,7,901
1966,Female,7,850
1966,Male,7,810
1966,Male,7,821
1966,Male,7,895
1966,Female,7,889
1966,Female,7,921
1966,Male,7,741
1966,Male,7,775
1966,Male,7,842
1966,Male,7,734
1966,Female,7,863
1966,Female,7,932
1966,Female,7,865
1966,Female,7,910
1966,Male,7,708
1966,Male,7,835
1966,Female,7,930
1966,Female,7,897
1966,Male,7,753
1966,Female,7,907
1966,Female,7,846
1966,Male,7,737
1966,Male,7,807
1966,Female,7,871
1966,Female,7,908
1966,Female,7,924
1966,Female,7,869
1966,Female,7,853
1966,Female,7,844
1966,Female,7,819
1966,Male,7,727
1966,Male,7,808
1966,Female,7,862
1966,Male,7,925
1966,Female,7,898
1966,Male,7,834
1966,Male,7,833
1966,Female,7,853
1966,Female,7,840
1966,Female,7,823
1966,Female,7,838
1966,Female,7,918
1966,Female,7,796
1966,Female,7,755
1966,Male,7,761
1966,Female,7,941
1966,Female,7,857
1966,Female,7,921
1966,Female,7,1003
1966,Male,7,889
1966,Female,7,961
1966,Female,7,785
1966,Male,7,738
1966,Female,7,907
1966,Female,7,931
1966,Female,7,881
1967,Male,4,499
1967,Male,4,398
1967,Male,4,478
1967,Male,4,548
1967,Male,4,477
1967,Male,4,480
1967,Male,4,537
1967,Male,4,541
1967,Male,4,483
1967,Male,4,396
1967,Male,4,526
1967,Male,4,575
1967,Female,4,579
1967,Male,4,428
1967,Male,4,569
1967,Male,4,568
1967,Male,4,468
1967,Male,4,557
1967,Male,4,472
1967,Female,4,634
1967,Male,4,518
1967,Male,4,531
1967,Male,4,498
1967,Male,4,571
1967,Male,4,534
1967,Male,4,459
1967,Male,4,513
1967,Male,4,381
1967,Male,4,556
1967,Female,4,491
1967,Male,4,504
1967,Male,4,432
1967,Male,4,560
1967,Male,4,494
1967,Male,4,550
1967,Male,4,497
1967,Male,4,513
1967,Male,4,393
1967,Male,4,518
1967,Male,4,527
1967,Male,4,575
1967,Male,4,475
1967,Male,4,508
1967,Female,4,637
1967,Male,4,568
1967,Female,4,541
1967,Male,4,451
1967,Female,4,660
1967,Male,4,457
1967,Male,4,584
1967,Female,4,487
1967,Female,4,540
1967,Male,4,562
1967,Female,4,536
1967,Male,4,540
1967,Male,4,418
1967,Male,4,496
1967,Male,4,474
1967,Male,4,442
1967,Male,4,533
1967,Male,4,545
1967,Male,4,495
1967,Male,4,536
1967,Male,4,425
1967,Male,4,425
1967,Male,4,485
1967,Male,4,505
1967,Male,4,413
1967,Male,4,529
1967,Female,4,520
1967,Male,4,501
1967,Male,4,410
1967,Male,4,488
1967,Male,4,384
1967,Male,4,581
1967,Male,4,506
1967,Male,4,505
1967,Male,4,565
1967,Male,4,548
1967,Female,4,627
1967,Male,4,548
1967,Female,4,535
1967,Male,4,505
1967,Female,5,774
1967,Male,5,634
1967,Male,5,670
1967,Male,5,605
1967,Male,5,678
1967,Male,5,664
1967,Male,5,625
1967,Male,5,651
1967,Male,5,584
1967,Female,5,718
1967,Male,5,588
1967,Female,5,709
1967,Female,5,617
1967,Male,5,565
1967,Female,5,701
1967,Female,5,752
1967,Female,5,727
1967,Male,5,622
1967,Male,5,718
1967,Male,5,611
1967,Male,5,623
1967,Female,5,689
1967,Male,5,617
1967,Male,5,638
1967,Male,5,718
1967,Male,5,665
1967,Male,5,674
1967,Male,5,669
1967,Male,5,669
1967,Male,5,679
1967,Male,5,623
1967,Female,5,821
1967,Male,5,641
1967,Female,5,685
1967,Male,5,675
1967,Female,5,702
1967,Male,5,654
1967,Male,5,720
1967,Male,5,618
1967,Female,5,714
1967,Male,5,646
1967,Male,5,618
1967,Female,5,725
1967,Male,5,718
1967,Male,5,717
1967,Female,5,776
1967,Male,5,648
1967,Male,5,531
1967,Male,5,677
1967,Female,5,667
1967,Female,5,804
1967,Female,5,745
1967,Male,5,629
1967,Male,5,670
1967,Male,5,592
1967,Female,5,738
1967,Male,5,616
1967,Male,5,731
1967,Male,5,597
1967,Male,5,701
1967,Male,5,672
1967,Male,5,578
1967,Male,5,564
1967,Male,5,564
1967,Female,5,759
1967,Female,5,683
1967,Female,5,811
1967,Female,5,816
1967,Female,5,683
1967,Male,5,715
1967,Female,5,690
1967,Male,5,760
1967,Male,5,620
1967,Female,5,644
1967,Male,5,602
1967,Male,5,676
1967,Female,5,755
1967,Female,5,861
1967,Male,5,698
1967,Female,5,847
1967,Male,5,639
1967,Female,5,765
1967,Male,5,615
1967,Male,5,620
1967,Male,5,601
1967,Male,5,661
1967,Female,5,659
1967,Male,5,572
1967,Male,5,734
1967,Female,5,747
1967,Male,5,685
1967,Female,5,726
1967,Male,5,705
1967,Male,5,756
1967,Female,5,771
1967,Female,5,729
1967,Male,5,652
1967,Male,5,674
1967,Male,5,656
1967,Male,5,634
1967,Female,5,697
1967,Female,5,741
1967,Female,5,710
1967,Male,5,561
1967,Male,5,563
1967,Female,5,774
1967,Male,5,625
1967,Male,5,677
1967,Female,5,703
1967,Male,5,634
1967,Male,5,567
1967,Female,5,777
1967,Male,5,632
1967,Female,5,761
1967,Female,5,688
1967,Male,5,653
1967,Male,5,589
1967,Male,5,685
1967,Male,5,710
1967,Male,5,617
1967,Female,5,712
1967,Male,5,611
1967,Male,5,631
1967,Male,5,698
1967,Male,5,622
1967,Female,5,759
1967,Male,5,606
1967,Male,5,584
1967,Male,5,583
1967,Male,5,625
1967,Female,5,660
1967,Female,5,725
1967,Male,5,639
1967,Female,5,681
1967,Male,5,572
1967,Female,5,796
1967,Male,5,669
1967,Female,5,757
1967,Female,5,783
1967,Male,5,572
1967,Male,5,668
1967,Male,5,588
1967,Male,5,605
1967,Female,5,738
1967,Female,5,731
1967,Male,5,631
1967,Female,5,693
1967,Male,5,638
1967,Male,5,636
1967,Female,5,734
1967,Female,5,725
1967,Male,5,643
1967,Male,5,688
1967,Female,5,756
1967,Male,5,646
1967,Male,5,691
1967,Male,5,635
1967,Male,5,781
1967,Male,5,627
1967,Female,5,673
1967,Female,5,761
1967,Female,5,716
1967,Female,5,757
1967,Male,5,617
1967,Female,5,754
1967,Male,5,606
1967,Male,5,566
1967,Male,5,656
1967,Male,5,543
1967,Female,5,728
1967,Female,5,707
1967,Female,5,750
1967,Female,5,731
1967,Male,5,677
1967,Male,5,639
1967,Male,5,643
1967,Male,5,646
1967,Female,5,766
1967,Female,5,668
1967,Male,5,662
1967,Female,5,677
1967,Female,5,660
1967,Female,5,705
1967,Male,5,656
1967,Female,5,787
1967,Male,5,663
1967,Female,5,694
1967,Female,5,705
1967,Male,5,546
1967,Female,5,768
1967,Male,5,613
1967,Male,5,705
1967,Male,5,681
1967,Male,5,684
1967,Female,5,816
1967,Male,5,655
1967,Male,5,712
1967,Male,5,660
1967,Male,5,716
1967,Female,5,763
1967,Male,5,690
1967,Male,5,720
1967,Male,5,583
1967,Female,5,773
1967,Male,5,585
1967,Female,5,736
1967,Male,5,679
1967,Female,5,713
1967,Female,5,803
1967,Female,5,727
1967,Female,6,893
1967,Female,6,825
1967,Male,6,688
1967,Female,6,734
1967,Female,6,781
1967,Male,6,708
1967,Male,6,783
1967,Female,6,770
1967,Female,6,842
1967,Female,6,819
1967,Male,6,748
1967,Male,6,755
1967,Male,6,803
1967,Male,6,696
1967,Female,6,815
1967,Male,6,741
1967,Female,6,879
1967,Male,6,763
1967,Male,6,755
1967,Male,6,648
1967,Male,6,871
1967,Male,6,767
1967,Female,6,786
1967,Female,6,804
1967,Female,6,905
1967,Female,6,807
1967,Male,6,714
1967,Male,6,703
1967,Male,6,865
1967,Male,6,724
1967,Female,6,809
1967,Female,6,810
1967,Male,6,640
1967,Female,6,859
1967,Female,6,876
1967,Female,6,840
1967,Male,6,749
1967,Male,6,794
1967,Female,6,740
1967,Male,6,753
1967,Male,6,778
1967,Male,6,645
1967,Female,6,850
1967,Male,6,825
1967,Male,6,793
1967,Female,6,713
1967,Female,6,766
1967,Female,6,771
1967,Female,6,826
1967,Female,6,751
1967,Male,6,721
1967,Male,6,652
1967,Male,6,766
1967,Female,6,821
1967,Male,6,708
1967,Male,6,773
1967,Female,6,798
1967,Female,6,804
1967,Male,6,695
1967,Female,6,852
1967,Female,6,791
1967,Female,6,777
1967,Female,6,840
1967,Female,6,862
1967,Female,6,852
1967,Male,6,685
1967,Female,6,861
1967,Female,6,842
1967,Female,6,828
1967,Male,6,699
1967,Female,6,944
1967,Male,6,751
1967,Female,6,785
1967,Female,6,890
1967,Male,6,802
1967,Male,6,717
1967,Female,6,753
1967,Male,6,773
1967,Female,6,787
1967,Female,6,794
1967,Female,6,856
1967,Female,6,836
1967,Male,6,803
1967,Female,6,799
1967,Male,6,738
1967,Female,6,825
1967,Female,6,680
1967,Male,6,776
1967,Female,6,795
1967,Female,6,803
1967,Male,6,690
1967,Male,6,759
1967,Female,6,820
1967,Male,6,766
1967,Male,6,667
1967,Male,6,687
1967,Male,6,739
1967,Male,6,755
1967,Female,6,953
1967,Male,6,743
1967,Female,6,878
1967,Male,6,761
1967,Male,6,803
1967,Female,6,804
1967,Female,6,789
1967,Male,6,759
1967,Male,6,686
1967,Female,6,836
1967,Female,6,764
1967,Female,6,794
1967,Male,6,737
1967,Male,6,738
1967,Female,6,709
1967,Female,6,753
1967,Female,6,776
1967,Male,6,720
1967,Female,6,856
1967,Female,6,933
1967,Male,6,796
1967,Female,6,851
1967,Female,6,823
1967,Male,6,658
1967,Female,6,831
1967,Female,6,754
1967,Male,6,798
1967,Male,6,784
1967,Male,6,763
1967,Male,6,664
1967,Female,6,812
1967,Male,6,698
1967,Male,6,668
1967,Male,6,770
1967,Male,6,620
1967,Female,6,869
1967,Female,6,819
1967,Male,6,756
1967,Male,6,753
1967,Male,6,782
1967,Male,6,795
1967,Male,6,791
1967,Female,6,733
1967,Female,6,864
1967,Male,6,746
1967,Male,6,793
1967,Female,6,783
1967,Female,6,938
1967,Female,6,870
1967,Female,6,771
1967,Male,6,694
1967,Female,6,835
1967,Female,6,939
1967,Female,6,823
1967,Female,6,843
1967,Female,6,768
1967,Female,6,799
1967,Male,6,726
1967,Male,6,751
1967,Male,6,820
1967,Male,6,760
1967,Female,6,784
1967,Male,6,766
1967,Female,6,828
1967,Male,6,760
1967,Female,6,817
1967,Male,6,710
1967,Female,6,770
1967,Female,6,842
1967,Male,6,781
1967,Female,6,856
1967,Female,6,834
1967,Male,6,709
1967,Female,6,859
1967,Female,6,819
1967,Female,6,867
1967,Male,6,807
1967,Female,6,846
1967,Female,6,833
1967,Male,6,819
1967,Female,6,845
1967,Male,6,754
1967,Female,6,818
1967,Female,6,846
1967,Male,6,776
1967,Female,6,787
1967,Male,6,732
1967,Male,6,748
1967,Female,6,864
1967,Female,6,904
1967,Female,6,787
1967,Female,6,876
1967,Female,6,760
1967,Female,6,802
1967,Male,6,776
1967,Female,6,884
1967,Female,6,812
1967,Male,6,784
1967,Female,6,865
1967,Female,6,794
1967,Female,6,834
1967,Male,6,796
